500,0.08380517077975863,0.08588552991663966
1000,0.0771059785365153,0.07616766959949724
1500,0.06569749779062177,0.06739609586284524
2000,0.06458396316728672,0.06452902126890402
2500,0.05791124670378882,0.058254951293631126
3000,0.05304390566301975,0.052765164420028314
3500,0.05299337870626869,0.05304246896024102
4000,0.050602083528055494,0.05179904063617636
4500,0.04782936266953114,0.0475824990487237
5000,0.04928712363562582,0.050434080256616165
5500,0.04496108612082706,0.045210575656136696
6000,0.04647628062775782,0.04589499712935825
6500,0.04308322019050188,0.04314550180838405
7000,0.0439941873284194,0.04391430054687268
7500,0.043978314109020034,0.044598201871569106
8000,0.04264792270436978,0.04263201786008285
8500,0.042717635980113695,0.04294731504850473
9000,0.03999146843987244,0.04009823828712003
9500,0.04078438806587533,0.04088082314225802
10000,0.03860916748898952,0.038810446785429414
