Linear-1000,0.06282575459862648,0.06368300523374071
Linear-2000,0.038851090087954225,0.03753359129506164
Linear-3000,0.03225741067172036,0.03184943662324277
Linear-4000,0.027884634521218817,0.024841785479084527
Linear-5000,0.02904215019767312,0.030312967953044657
Linear-6000,0.026994638685858195,0.0287480142623827
Linear-7000,0.025444819022683685,0.02880903099182316
Linear-8000,0.023258271555432003,0.024602660788324127
Linear-9000,0.026473350732206448,0.025469842855634042
Linear-10000,0.026906389914090424,0.026289165852405306
