Linear-1000,0.009077182213218911,0.008877915891059785
Linear-2000,0.009556088889591544,0.009545209029197806
Linear-3000,0.009410957016288905,0.00935832774265703
Linear-4000,0.009551566794863853,0.009659576645534159
Linear-5000,0.009767588032228922,0.009606085524699097
Linear-6000,0.009547097999721803,0.009546822757940727
Linear-7000,0.010028207852773688,0.009992295240986103
Linear-8000,0.009459506615855422,0.009464714450329174
Linear-9000,0.009654334419070473,0.009661127593759006
Linear-10000,0.00955373215484428,0.009553930101068257
