564_fried,1.0298437246987096,1.020037944641525
595_fri_c0_1000_10,0.29869827019046696,0.326148951066475
HousePrice,32327.275001158217,31552.984635420577
BostonHousePrice,4.733064068133798,4.511217048212255
609_fri_c0_1000_5,0.2549621971297243,0.25537811767310736
573_cpu_act,110.73981106919754,23.50747818679405
218_house_8L,38940.49968509058,38704.950953824446
574_house_16H,49102.80580239564,47011.16381096512
197_cpu_act,65.11871007050613,7.1383220675829175
227_cpu_small,29.13690564854645,16.470276979728908
562_cpu_small,13.401602653240031,11.381475241120265
294_satellite_image,0.8619053843438564,0.8335443944974874
666_rmftsa_ladata,2.1755344043346057,2.2963805756324507
547_no2,0.6284111436336968,0.6766199879460055
623_fri_c4_1000_10,0.2925580253067957,0.3020532855152698
537_houses,64858.7450234378,64717.12462842159
225_puma8NH,3.2663819611523577,3.3211268058729093
RealEstate,7.232279105800465,7.541569060130461
Airfoil-Self-Noise,8.074307892111836,5.10852098338698
ConcreteCompressiveStrength,6.385019338098551,6.250140352422204
529_pollen,1.4615603466433638,1.4276041572804499
503_wind,3.2104248474619834,3.194989033883496
654_fri_c0_500_10,0.32558401933088643,0.35432647112621113
WineQuality,0.7468267528140156,0.7197131382223962
ParkinsonsTelemonitoring,0.10714354261597886,0.10406651512932205
AuctionVerification,0.06006437315167189,0.05498988263664058
