500,0.08145703047334775,0.07424958577772107
1000,0.05369479825306393,0.0681144289092802
1500,0.04395247295561706,0.05035473934198114
2000,0.04775486683604724,0.04924556718790094
2500,0.04218744549603849,0.04822483935952445
3000,0.04104475161309052,0.03998199903955018
3500,0.04193804676127981,0.04237656669143649
4000,0.03951486628135756,0.038686066564422854
4500,0.03918984846746773,0.04016014885033425
5000,0.0389652668681809,0.03981489444872038
5500,0.03692813059235827,0.037932293115725386
6000,0.03890333396718516,0.0398486963315021
6500,0.03585787609738734,0.037843527236297095
7000,0.0369991688893891,0.03709893449410005
7500,0.03618605649128089,0.03607343319062031
8000,0.036528356432077615,0.036892109578312175
8500,0.035727971362577195,0.036186528359944355
9000,0.03490386471423605,0.03525746971052938
9500,0.03658172324434782,0.03573366299221655
10000,0.03382501905760508,0.03335299138969048
