564_fried,0.08148357404404641,0.08185806710513858
573_cpu_act,0.029677932269428248,0.031008634663512797
574_house_16H,0.11080116978532269,0.10802584733103683
197_cpu_act,0.02769096360843225,0.02876970626976917
227_cpu_small,0.03714374077791198,0.038877523488998214
562_cpu_small,0.036073307591975,0.03517825676052289
294_satellite_image,0.13911634917210947,0.1419512429334099
623_fri_c4_1000_10,0.06139603798915385,0.062458590252793225
537_houses,0.1355506543474199,0.12968721844229938
Airfoil-Self-Noise,0.058478678301764085,0.059664086592924784
ConcreteCompressiveStrength,0.09151668256187931,0.09432998780505988
529_pollen,0.10467949960005873,0.10659721052327992
503_wind,0.09991618239983857,0.09945783478628424
